County,State,Value,Category Range
Hamilton,TN,482.6,473.9 - 541.2 (647)
Lee,TX,482.6,473.9 - 541.2 (647)
Bedford,PA,482.6,473.9 - 541.2 (647)
Branch,MI,482.6,473.9 - 541.2 (647)
Pulaski,IN,482.6,473.9 - 541.2 (647)
Kalkaska,MI,483,473.9 - 541.2 (647)
Sampson,NC,483,473.9 - 541.2 (647)
Mason,WV,483,473.9 - 541.2 (647)
Iron,MI,483.3,473.9 - 541.2 (647)
Gulf,FL,483.3,473.9 - 541.2 (647)
Georgetown,SC,483.6,473.9 - 541.2 (647)
Wabash,IN,483.7,473.9 - 541.2 (647)
Okeechobee,FL,484,473.9 - 541.2 (647)
Osceola,MI,484.2,473.9 - 541.2 (647)
Dickens,TX,484.3,473.9 - 541.2 (647)
Cass,MI,484.6,473.9 - 541.2 (647)
Adams,IA,484.7,473.9 - 541.2 (647)
San Bernardino,CA,484.8,473.9 - 541.2 (647)
McKean,PA,484.9,473.9 - 541.2 (647)
Bertie,NC,485.1,473.9 - 541.2 (647)
Perry,MO,485.5,473.9 - 541.2 (647)
Coffey,KS,485.5,473.9 - 541.2 (647)
Wilcox,GA,485.7,473.9 - 541.2 (647)
Allen,KS,485.8,473.9 - 541.2 (647)
Dooly,GA,485.9,473.9 - 541.2 (647)
Carter,TN,485.9,473.9 - 541.2 (647)
District of Columbia,DC,486,473.9 - 541.2 (647)
Hancock,KY,486,473.9 - 541.2 (647)
Warren,KY,486.1,473.9 - 541.2 (647)
Jackson,KS,486.1,473.9 - 541.2 (647)
Kern,CA,486.1,473.9 - 541.2 (647)
Mercer,PA,486.1,473.9 - 541.2 (647)
Duval,TX,486.2,473.9 - 541.2 (647)
Lafayette,LA,486.2,473.9 - 541.2 (647)
Lake,MI,486.2,473.9 - 541.2 (647)
Mecosta,MI,486.3,473.9 - 541.2 (647)
Pershing,NV,486.3,473.9 - 541.2 (647)
Lucas,IA,486.3,473.9 - 541.2 (647)
Wyandotte,KS,486.3,473.9 - 541.2 (647)
Cloud,KS,486.5,473.9 - 541.2 (647)
Vinton,OH,486.7,473.9 - 541.2 (647)
Ashland,OH,486.9,473.9 - 541.2 (647)
Rush,IN,486.9,473.9 - 541.2 (647)
Buchanan,MO,487,473.9 - 541.2 (647)
Worcester,MD,487.1,473.9 - 541.2 (647)
Bledsoe,TN,487.1,473.9 - 541.2 (647)
Brown,IL,487.2,473.9 - 541.2 (647)
Union,IL,487.2,473.9 - 541.2 (647)
Alleghany,VA,487.3,473.9 - 541.2 (647)
Greene,IN,487.4,473.9 - 541.2 (647)
Washoe,NV,487.4,473.9 - 541.2 (647)
Lynn,TX,487.5,473.9 - 541.2 (647)
Schuyler,IL,487.6,473.9 - 541.2 (647)
Atlantic,NJ,487.9,473.9 - 541.2 (647)
Appanoose,IA,488,473.9 - 541.2 (647)
Crawford,AR,488,473.9 - 541.2 (647)
Butler,KY,488.1,473.9 - 541.2 (647)
Ascension,LA,488.1,473.9 - 541.2 (647)
Barbour,WV,488.1,473.9 - 541.2 (647)
Washington,GA,488.2,473.9 - 541.2 (647)
Madison,GA,488.3,473.9 - 541.2 (647)
Glacier,MT,488.3,473.9 - 541.2 (647)
Chemung,NY,488.4,473.9 - 541.2 (647)
Evans,GA,488.4,473.9 - 541.2 (647)
Bond,IL,488.4,473.9 - 541.2 (647)
Hill,TX,488.4,473.9 - 541.2 (647)
Pickens,SC,488.6,473.9 - 541.2 (647)
Giles,VA,488.6,473.9 - 541.2 (647)
Iberville,LA,488.6,473.9 - 541.2 (647)
Calhoun,FL,488.7,473.9 - 541.2 (647)
Halifax,VA,488.7,473.9 - 541.2 (647)
St. James,LA,488.9,473.9 - 541.2 (647)
Carroll,MS,489,473.9 - 541.2 (647)
Pulaski,MO,489.1,473.9 - 541.2 (647)
Blackford,IN,489.1,473.9 - 541.2 (647)
Webster,WV,489.3,473.9 - 541.2 (647)
Putnam,WV,489.3,473.9 - 541.2 (647)
Lawrence,PA,489.4,473.9 - 541.2 (647)
Ringgold,IA,489.5,473.9 - 541.2 (647)
Thomas,GA,489.5,473.9 - 541.2 (647)
Miller,MO,489.5,473.9 - 541.2 (647)
Smith,MS,489.5,473.9 - 541.2 (647)
Ozark,MO,489.6,473.9 - 541.2 (647)
Chickasaw,IA,489.7,473.9 - 541.2 (647)
Woodson,KS,489.8,473.9 - 541.2 (647)
Payne,OK,489.8,473.9 - 541.2 (647)
Erath,TX,490,473.9 - 541.2 (647)
Larue,KY,490.2,473.9 - 541.2 (647)
Marion,MO,490.3,473.9 - 541.2 (647)
Shackelford,TX,490.3,473.9 - 541.2 (647)
Allen,OH,490.4,473.9 - 541.2 (647)
Nash,NC,490.4,473.9 - 541.2 (647)
Monroe,IA,490.4,473.9 - 541.2 (647)
Macon,MO,490.6,473.9 - 541.2 (647)
Lincoln,KY,490.7,473.9 - 541.2 (647)
Newton,IN,490.7,473.9 - 541.2 (647)
Bannock,ID,490.8,473.9 - 541.2 (647)
Dodge,GA,491.1,473.9 - 541.2 (647)
Sequatchie,TN,491.1,473.9 - 541.2 (647)
Washington,NC,491.2,473.9 - 541.2 (647)
Henry,IN,491.5,473.9 - 541.2 (647)
Delaware,IN,491.7,473.9 - 541.2 (647)
Eddy,NM,491.7,473.9 - 541.2 (647)
Taylor,WV,491.8,473.9 - 541.2 (647)
Polk,MO,491.9,473.9 - 541.2 (647)
Putnam,MO,492,473.9 - 541.2 (647)
Darke,OH,492,473.9 - 541.2 (647)
Nicholas,WV,492,473.9 - 541.2 (647)
Mineral,NV,492.1,473.9 - 541.2 (647)
Clark,NV,492.3,473.9 - 541.2 (647)
Gogebic,MI,492.3,473.9 - 541.2 (647)
Johnson,GA,492.3,473.9 - 541.2 (647)
Liberty,FL,492.4,473.9 - 541.2 (647)
Tyrrell,NC,492.4,473.9 - 541.2 (647)
Cuyahoga,OH,492.5,473.9 - 541.2 (647)
Parke,IN,492.5,473.9 - 541.2 (647)
Clinton,OH,492.6,473.9 - 541.2 (647)
St. Helena,LA,492.6,473.9 - 541.2 (647)
Taylor,FL,492.7,473.9 - 541.2 (647)
Warren,NC,492.8,473.9 - 541.2 (647)
Ritchie,WV,492.8,473.9 - 541.2 (647)
St. Joseph,MI,492.9,473.9 - 541.2 (647)
Laurens,SC,493,473.9 - 541.2 (647)
Shasta,CA,493.1,473.9 - 541.2 (647)
Madison,ID,493.2,473.9 - 541.2 (647)
Luzerne,PA,493.2,473.9 - 541.2 (647)
Knox,TX,493.4,473.9 - 541.2 (647)
Livingston,LA,493.4,473.9 - 541.2 (647)
Calhoun,MI,493.4,473.9 - 541.2 (647)
Catoosa,GA,493.5,473.9 - 541.2 (647)
Dougherty,GA,493.6,473.9 - 541.2 (647)
Kingfisher,OK,493.6,473.9 - 541.2 (647)
Thurston,NE,493.6,473.9 - 541.2 (647)
St. Clair,IL,493.8,473.9 - 541.2 (647)
Boone,IN,493.9,473.9 - 541.2 (647)
Hamilton,IL,493.9,473.9 - 541.2 (647)
Rush,KS,493.9,473.9 - 541.2 (647)
Livingston,IL,494,473.9 - 541.2 (647)
Montgomery,AL,494,473.9 - 541.2 (647)
White,IL,494.1,473.9 - 541.2 (647)
San Jacinto,TX,494.3,473.9 - 541.2 (647)
Haskell,TX,494.4,473.9 - 541.2 (647)
Sullivan,TN,494.5,473.9 - 541.2 (647)
Pocahontas,IA,494.7,473.9 - 541.2 (647)
Bulloch,GA,494.8,473.9 - 541.2 (647)
Saline,IL,494.9,473.9 - 541.2 (647)
Roane,WV,494.9,473.9 - 541.2 (647)
Baker,FL,495,473.9 - 541.2 (647)
DeSoto,MS,495,473.9 - 541.2 (647)
Lyon,NV,495.1,473.9 - 541.2 (647)
Hartley,TX,495.1,473.9 - 541.2 (647)
Morgan,TN,495.4,473.9 - 541.2 (647)
Chowan,NC,495.5,473.9 - 541.2 (647)
Suwannee,FL,495.6,473.9 - 541.2 (647)
Sandusky,OH,495.7,473.9 - 541.2 (647)
Panola,TX,495.7,473.9 - 541.2 (647)
Grainger,TN,495.9,473.9 - 541.2 (647)
Red River,LA,496.1,473.9 - 541.2 (647)
Upton,TX,496.6,473.9 - 541.2 (647)
McCulloch,TX,496.6,473.9 - 541.2 (647)
Comanche,TX,496.7,473.9 - 541.2 (647)
Lenawee,MI,496.7,473.9 - 541.2 (647)
Grayson,KY,496.9,473.9 - 541.2 (647)
Macoupin,IL,497,473.9 - 541.2 (647)
Knox,MO,497.2,473.9 - 541.2 (647)
Clay,IL,497.3,473.9 - 541.2 (647)
Decatur,IN,497.3,473.9 - 541.2 (647)
Lonoke,AR,497.3,473.9 - 541.2 (647)
Clay,WV,497.3,473.9 - 541.2 (647)
Garrett,MD,497.4,473.9 - 541.2 (647)
Macomb,MI,497.6,473.9 - 541.2 (647)
Washington,IN,497.7,473.9 - 541.2 (647)
Bourbon,KS,497.7,473.9 - 541.2 (647)
Jefferson,IL,497.8,473.9 - 541.2 (647)
Freestone,TX,497.8,473.9 - 541.2 (647)
Madison,AL,498.1,473.9 - 541.2 (647)
Allegany,MD,498.1,473.9 - 541.2 (647)
Halifax,NC,498.1,473.9 - 541.2 (647)
Cleveland,NC,498.3,473.9 - 541.2 (647)
Pulaski,GA,498.3,473.9 - 541.2 (647)
Bosque,TX,498.5,473.9 - 541.2 (647)
Harrison,MO,498.7,473.9 - 541.2 (647)
Edgar,IL,498.8,473.9 - 541.2 (647)
Wyoming,PA,498.8,473.9 - 541.2 (647)
Jasper,IN,498.9,473.9 - 541.2 (647)
Humboldt,CA,498.9,473.9 - 541.2 (647)
Garza,TX,499,473.9 - 541.2 (647)
Montgomery,IN,499.1,473.9 - 541.2 (647)
Northampton,VA,499.2,473.9 - 541.2 (647)
Charlotte,VA,499.2,473.9 - 541.2 (647)
Dent,MO,499.4,473.9 - 541.2 (647)
Scotland,NC,499.6,473.9 - 541.2 (647)
Marshall,IA,499.6,473.9 - 541.2 (647)
Pulaski,AR,499.6,473.9 - 541.2 (647)
Doddridge,WV,499.7,473.9 - 541.2 (647)
Staunton,VA,499.8,473.9 - 541.2 (647)
Floyd,TX,499.8,473.9 - 541.2 (647)
Taliaferro,GA,499.8,473.9 - 541.2 (647)
Camden,GA,499.9,473.9 - 541.2 (647)
Grady,GA,500,473.9 - 541.2 (647)
Decatur,IA,500,473.9 - 541.2 (647)
Johnson,TX,500,473.9 - 541.2 (647)
Caroline,MD,500.1,473.9 - 541.2 (647)
Neosho,KS,500.5,473.9 - 541.2 (647)
Carson,TX,500.5,473.9 - 541.2 (647)
Weakley,TN,500.8,473.9 - 541.2 (647)
Bossier,LA,500.8,473.9 - 541.2 (647)
Fulton,AR,501,473.9 - 541.2 (647)
Douglas,GA,501.1,473.9 - 541.2 (647)
Roane,TN,501.1,473.9 - 541.2 (647)
De Soto,LA,501.3,473.9 - 541.2 (647)
Jefferson,MO,501.5,473.9 - 541.2 (647)
Falls,TX,501.5,473.9 - 541.2 (647)
Wayne,IA,501.6,473.9 - 541.2 (647)
Perry,IN,501.8,473.9 - 541.2 (647)
Osage,OK,501.8,473.9 - 541.2 (647)
Huron,OH,501.8,473.9 - 541.2 (647)
Jackson,WV,501.8,473.9 - 541.2 (647)
Wirt,WV,501.9,473.9 - 541.2 (647)
Edmonson,KY,501.9,473.9 - 541.2 (647)
Presque Isle,MI,502,473.9 - 541.2 (647)
Foard,TX,502.3,473.9 - 541.2 (647)
Lamb,TX,502.4,473.9 - 541.2 (647)
Chautauqua,NY,502.5,473.9 - 541.2 (647)
Rockcastle,KY,502.5,473.9 - 541.2 (647)
Howard,MO,502.6,473.9 - 541.2 (647)
Pacific,WA,502.7,473.9 - 541.2 (647)
Daviess,MO,502.8,473.9 - 541.2 (647)
Jersey,IL,502.8,473.9 - 541.2 (647)
Jackson,GA,502.8,473.9 - 541.2 (647)
Clayton,GA,502.9,473.9 - 541.2 (647)
Mercer,WV,502.9,473.9 - 541.2 (647)
Wayne,IL,503,473.9 - 541.2 (647)
Audrain,MO,503.2,473.9 - 541.2 (647)
Isabella,MI,503.4,473.9 - 541.2 (647)
Hardeman,TX,503.4,473.9 - 541.2 (647)
Montgomery,TN,503.4,473.9 - 541.2 (647)
Tuscola,MI,503.5,473.9 - 541.2 (647)
Niagara,NY,503.7,473.9 - 541.2 (647)
Jefferson,TN,503.7,473.9 - 541.2 (647)
Wichita,TX,503.8,473.9 - 541.2 (647)
Wetzel,WV,503.8,473.9 - 541.2 (647)
Prince Edward,VA,503.9,473.9 - 541.2 (647)
Trousdale,TN,503.9,473.9 - 541.2 (647)
Jackson,OK,503.9,473.9 - 541.2 (647)
Wagoner,OK,504,473.9 - 541.2 (647)
Wilbarger,TX,504,473.9 - 541.2 (647)
Pope,AR,504.1,473.9 - 541.2 (647)
Searcy,AR,504.1,473.9 - 541.2 (647)
Houston,GA,504.2,473.9 - 541.2 (647)
Richland,OH,504.2,473.9 - 541.2 (647)
Scott,VA,504.3,473.9 - 541.2 (647)
Chambers,TX,504.4,473.9 - 541.2 (647)
Kanawha,WV,504.5,473.9 - 541.2 (647)
Fairfield,SC,504.9,473.9 - 541.2 (647)
Adams,MS,504.9,473.9 - 541.2 (647)
Tulare,CA,504.9,473.9 - 541.2 (647)
Iroquois,IL,505.1,473.9 - 541.2 (647)
Colorado,TX,505.1,473.9 - 541.2 (647)
Monroe,GA,505.2,473.9 - 541.2 (647)
Cecil,MD,505.3,473.9 - 541.2 (647)
Fayette,TN,505.7,473.9 - 541.2 (647)
Howard,IN,505.8,473.9 - 541.2 (647)
Cass,IL,505.9,473.9 - 541.2 (647)
Brown,TX,506,473.9 - 541.2 (647)
Fisher,TX,506,473.9 - 541.2 (647)
Casey,KY,506.1,473.9 - 541.2 (647)
Ontonagon,MI,506.1,473.9 - 541.2 (647)
Frio,TX,506.2,473.9 - 541.2 (647)
Mercer,MO,506.3,473.9 - 541.2 (647)
Pickaway,OH,506.4,473.9 - 541.2 (647)
Carter,KY,506.5,473.9 - 541.2 (647)
Shiawassee,MI,506.7,473.9 - 541.2 (647)
Lubbock,TX,506.7,473.9 - 541.2 (647)
Wood,WV,506.9,473.9 - 541.2 (647)
Hansford,TX,507.1,473.9 - 541.2 (647)
Moniteau,MO,507.1,473.9 - 541.2 (647)
Van Buren,MI,507.4,473.9 - 541.2 (647)
Wood,OH,507.6,473.9 - 541.2 (647)
Butts,GA,507.6,473.9 - 541.2 (647)
Unicoi,TN,507.7,473.9 - 541.2 (647)
East Baton Rouge,LA,507.8,473.9 - 541.2 (647)
Arthur,NE,507.8,473.9 - 541.2 (647)
Portage,OH,507.9,473.9 - 541.2 (647)
Churchill,NV,507.9,473.9 - 541.2 (647)
Lanier,GA,507.9,473.9 - 541.2 (647)
Bourbon,KY,508.1,473.9 - 541.2 (647)
Kankakee,IL,508.1,473.9 - 541.2 (647)
Clarendon,SC,508.1,473.9 - 541.2 (647)
Union,TN,508.3,473.9 - 541.2 (647)
Shelby,TN,508.4,473.9 - 541.2 (647)
Rutherford,NC,508.5,473.9 - 541.2 (647)
Ottawa,OH,508.5,473.9 - 541.2 (647)
Cape May,NJ,508.7,473.9 - 541.2 (647)
Johnson,MO,508.7,473.9 - 541.2 (647)
Monona,IA,508.8,473.9 - 541.2 (647)
Pontotoc,MS,509,473.9 - 541.2 (647)
Lynchburg,VA,509,473.9 - 541.2 (647)
Vermilion,IL,509.2,473.9 - 541.2 (647)
Marshall,MS,509.5,473.9 - 541.2 (647)
Lapeer,MI,509.6,473.9 - 541.2 (647)
Lackawanna,PA,509.9,473.9 - 541.2 (647)
Limestone,TX,510.1,473.9 - 541.2 (647)
Upshur,WV,510.1,473.9 - 541.2 (647)
Harmon,OK,510.1,473.9 - 541.2 (647)
Terrebonne,LA,510.3,473.9 - 541.2 (647)
Carlisle,KY,510.3,473.9 - 541.2 (647)
Emery,UT,510.3,473.9 - 541.2 (647)
McCracken,KY,510.7,473.9 - 541.2 (647)
Carson City,NV,510.7,473.9 - 541.2 (647)
Pettis,MO,510.8,473.9 - 541.2 (647)
Clark,IN,510.8,473.9 - 541.2 (647)
Hawkins,TN,510.8,473.9 - 541.2 (647)
Ray,MO,511,473.9 - 541.2 (647)
Perry,MS,511,473.9 - 541.2 (647)
Hancock,MS,511,473.9 - 541.2 (647)
Alfalfa,OK,511.1,473.9 - 541.2 (647)
Ripley,IN,511.3,473.9 - 541.2 (647)
San Augustine,TX,511.5,473.9 - 541.2 (647)
Wayne,MO,511.7,473.9 - 541.2 (647)
Hancock,GA,511.8,473.9 - 541.2 (647)
Assumption,LA,512.1,473.9 - 541.2 (647)
Clark,MO,512.2,473.9 - 541.2 (647)
Hall,TX,512.2,473.9 - 541.2 (647)
Dade,MO,512.3,473.9 - 541.2 (647)
Miami,OH,512.4,473.9 - 541.2 (647)
Pike,MO,512.5,473.9 - 541.2 (647)
Walton,GA,512.6,473.9 - 541.2 (647)
Scott,TN,512.7,473.9 - 541.2 (647)
Bland,VA,513.1,473.9 - 541.2 (647)
Harrison,TX,513.2,473.9 - 541.2 (647)
Putnam,TN,513.3,473.9 - 541.2 (647)
Philadelphia,PA,513.4,473.9 - 541.2 (647)
Jefferson,AL,513.4,473.9 - 541.2 (647)
Lyon,KY,513.5,473.9 - 541.2 (647)
Greene,NC,513.5,473.9 - 541.2 (647)
Fulton,IN,513.6,473.9 - 541.2 (647)
Chambers,AL,513.6,473.9 - 541.2 (647)
Colquitt,GA,513.6,473.9 - 541.2 (647)
Madison,TX,513.7,473.9 - 541.2 (647)
Barnwell,SC,513.9,473.9 - 541.2 (647)
Effingham,GA,514.2,473.9 - 541.2 (647)
Rowan,KY,514.2,473.9 - 541.2 (647)
Yazoo,MS,514.3,473.9 - 541.2 (647)
Union,LA,514.6,473.9 - 541.2 (647)
Williamsburg,SC,514.6,473.9 - 541.2 (647)
Ashtabula,OH,514.7,473.9 - 541.2 (647)
Eastland,TX,514.8,473.9 - 541.2 (647)
Lincoln,WV,514.8,473.9 - 541.2 (647)
Richmond,NY,514.9,473.9 - 541.2 (647)
Scott,MO,514.9,473.9 - 541.2 (647)
Smyth,VA,515.2,473.9 - 541.2 (647)
Wise,TX,515.3,473.9 - 541.2 (647)
Webster,GA,515.3,473.9 - 541.2 (647)
Perry,AR,516.3,473.9 - 541.2 (647)
Tillman,OK,516.3,473.9 - 541.2 (647)
Crawford,KS,516.4,473.9 - 541.2 (647)
Throckmorton,TX,516.4,473.9 - 541.2 (647)
Clark,IL,516.5,473.9 - 541.2 (647)
Madison,MS,516.5,473.9 - 541.2 (647)
Garfield,OK,516.7,473.9 - 541.2 (647)
Mecklenburg,VA,516.7,473.9 - 541.2 (647)
Brown,OH,517,473.9 - 541.2 (647)
Madison,IL,517,473.9 - 541.2 (647)
Grant,IN,517.1,473.9 - 541.2 (647)
Nolan,TX,517.2,473.9 - 541.2 (647)
Autauga,AL,517.4,473.9 - 541.2 (647)
Hillsdale,MI,517.4,473.9 - 541.2 (647)
Gilmer,WV,517.5,473.9 - 541.2 (647)
Mellette,SD,517.6,473.9 - 541.2 (647)
Texas,MO,517.6,473.9 - 541.2 (647)
Bryan,OK,517.7,473.9 - 541.2 (647)
Shelby,TX,518,473.9 - 541.2 (647)
Wharton,TX,518.2,473.9 - 541.2 (647)
Fentress,TN,518.2,473.9 - 541.2 (647)
Woods,OK,518.2,473.9 - 541.2 (647)
Gratiot,MI,518.2,473.9 - 541.2 (647)
Butler,MO,518.7,473.9 - 541.2 (647)
Marion,OH,518.7,473.9 - 541.2 (647)
Screven,GA,519,473.9 - 541.2 (647)
Howell,MO,519.2,473.9 - 541.2 (647)
Lawrence,MO,519.5,473.9 - 541.2 (647)
Lowndes,MS,519.9,473.9 - 541.2 (647)
Crosby,TX,519.9,473.9 - 541.2 (647)
Sabine,LA,520.1,473.9 - 541.2 (647)
Comanche,OK,520.1,473.9 - 541.2 (647)
Hamilton,FL,520.2,473.9 - 541.2 (647)
Smith,TN,520.2,473.9 - 541.2 (647)
La Salle,LA,520.5,473.9 - 541.2 (647)
Ector,TX,520.6,473.9 - 541.2 (647)
Clinton,MO,520.7,473.9 - 541.2 (647)
Highland,OH,520.8,473.9 - 541.2 (647)
Shannon,MO,520.9,473.9 - 541.2 (647)
Perquimans,NC,521,473.9 - 541.2 (647)
Sierra,NM,521,473.9 - 541.2 (647)
Columbiana,OH,521.1,473.9 - 541.2 (647)
Todd,SD,521.1,473.9 - 541.2 (647)
Silver Bow,MT,521.4,473.9 - 541.2 (647)
Cattaraugus,NY,521.5,473.9 - 541.2 (647)
Jones,TX,521.5,473.9 - 541.2 (647)
Fall River,SD,521.7,473.9 - 541.2 (647)
St. Mary,LA,521.8,473.9 - 541.2 (647)
Dillingham,AK,521.8,473.9 - 541.2 (647)
LaPorte,IN,521.9,473.9 - 541.2 (647)
Webster,IA,522,473.9 - 541.2 (647)
Oklahoma,OK,522,473.9 - 541.2 (647)
Coleman,TX,522.1,473.9 - 541.2 (647)
Laclede,MO,522.2,473.9 - 541.2 (647)
Jackson,FL,522.3,473.9 - 541.2 (647)
Lee,VA,522.3,473.9 - 541.2 (647)
Hale,TX,522.7,473.9 - 541.2 (647)
Callahan,TX,522.8,473.9 - 541.2 (647)
Greer,OK,522.8,473.9 - 541.2 (647)
Crawford,OH,523,473.9 - 541.2 (647)
Bartow,GA,523,473.9 - 541.2 (647)
Cotton,OK,523.2,473.9 - 541.2 (647)
Huron,MI,523.2,473.9 - 541.2 (647)
Marshall,KY,523.3,473.9 - 541.2 (647)
Lauderdale,AL,523.4,473.9 - 541.2 (647)
Summers,WV,523.5,473.9 - 541.2 (647)
Cape Girardeau,MO,523.9,473.9 - 541.2 (647)
Brown,KS,524.2,473.9 - 541.2 (647)
Loving,TX,524.2,473.9 - 541.2 (647)
St. Clair,MI,524.4,473.9 - 541.2 (647)
Salem,NJ,524.4,473.9 - 541.2 (647)
McDuffie,GA,524.5,473.9 - 541.2 (647)
Baylor,TX,524.6,473.9 - 541.2 (647)
Childress,TX,524.8,473.9 - 541.2 (647)
Karnes,TX,524.9,473.9 - 541.2 (647)
Fayette,WV,524.9,473.9 - 541.2 (647)
Jackson,SD,525,473.9 - 541.2 (647)
Webster,MO,525.1,473.9 - 541.2 (647)
Major,OK,525.3,473.9 - 541.2 (647)
Moore,TX,525.3,473.9 - 541.2 (647)
Overton,TN,525.5,473.9 - 541.2 (647)
Vernon,MO,525.7,473.9 - 541.2 (647)
Taylor,KY,526.1,473.9 - 541.2 (647)
Owen,KY,526.2,473.9 - 541.2 (647)
Perry,OH,526.3,473.9 - 541.2 (647)
Taylor,TX,526.4,473.9 - 541.2 (647)
Armstrong,TX,526.6,473.9 - 541.2 (647)
Prairie,AR,526.6,473.9 - 541.2 (647)
Delaware,OK,526.8,473.9 - 541.2 (647)
Pike,OH,527.1,473.9 - 541.2 (647)
Jackson,MS,527.1,473.9 - 541.2 (647)
Jennings,IN,527.2,473.9 - 541.2 (647)
Brooke,WV,527.2,473.9 - 541.2 (647)
Lee,MS,527.4,473.9 - 541.2 (647)
Bleckley,GA,527.6,473.9 - 541.2 (647)
Grant,OK,527.8,473.9 - 541.2 (647)
Roger Mills,OK,527.8,473.9 - 541.2 (647)
Brantley,GA,528,473.9 - 541.2 (647)
Madison,FL,528.1,473.9 - 541.2 (647)
Cimarron,OK,528.1,473.9 - 541.2 (647)
Barton,MO,528.1,473.9 - 541.2 (647)
Bates,MO,528.3,473.9 - 541.2 (647)
Jackson,MI,528.4,473.9 - 541.2 (647)
Sanilac,MI,528.5,473.9 - 541.2 (647)
Spalding,GA,528.7,473.9 - 541.2 (647)
Alpine,CA,528.8,473.9 - 541.2 (647)
Bladen,NC,528.8,473.9 - 541.2 (647)
Cannon,TN,529,473.9 - 541.2 (647)
Crittenden,AR,529.1,473.9 - 541.2 (647)
Shelby,OH,529.2,473.9 - 541.2 (647)
Yuba,CA,529.3,473.9 - 541.2 (647)
Scott,IN,529.3,473.9 - 541.2 (647)
Hart,KY,529.3,473.9 - 541.2 (647)
Morton,KS,529.3,473.9 - 541.2 (647)
Matagorda,TX,529.3,473.9 - 541.2 (647)
Norfolk,VA,529.3,473.9 - 541.2 (647)
Marion,GA,529.5,473.9 - 541.2 (647)
Wythe,VA,529.6,473.9 - 541.2 (647)
Wayne,NC,529.8,473.9 - 541.2 (647)
Cedar,MO,529.9,473.9 - 541.2 (647)
Stanly,NC,530.2,473.9 - 541.2 (647)
Marion,TX,530.2,473.9 - 541.2 (647)
Randolph,IN,530.4,473.9 - 541.2 (647)
Trumbull,OH,530.5,473.9 - 541.2 (647)
Reynolds,MO,530.5,473.9 - 541.2 (647)
St. Clair,MO,530.6,473.9 - 541.2 (647)
Johnston,OK,530.6,473.9 - 541.2 (647)
Calloway,KY,530.6,473.9 - 541.2 (647)
Martin,KY,530.9,473.9 - 541.2 (647)
Elk,KS,531.2,473.9 - 541.2 (647)
Lewis,TN,531.2,473.9 - 541.2 (647)
Bee,TX,531.6,473.9 - 541.2 (647)
Jackson,TN,531.7,473.9 - 541.2 (647)
Wilson,KS,531.8,473.9 - 541.2 (647)
Grant,AR,532,473.9 - 541.2 (647)
Phillips,AR,532.1,473.9 - 541.2 (647)
Graves,KY,532.3,473.9 - 541.2 (647)
Montmorency,MI,532.4,473.9 - 541.2 (647)
Tazewell,VA,532.5,473.9 - 541.2 (647)
Pike,GA,532.6,473.9 - 541.2 (647)
Sherman,TX,532.9,473.9 - 541.2 (647)
Gladwin,MI,533,473.9 - 541.2 (647)
Jackson,TX,533.4,473.9 - 541.2 (647)
Bennett,SD,533.5,473.9 - 541.2 (647)
McDonald,MO,533.6,473.9 - 541.2 (647)
Carroll,GA,533.6,473.9 - 541.2 (647)
Rusk,TX,534.2,473.9 - 541.2 (647)
Harrison,OH,534.3,473.9 - 541.2 (647)
Turner,GA,534.4,473.9 - 541.2 (647)
Stone,MO,535,473.9 - 541.2 (647)
Ward,TX,535.2,473.9 - 541.2 (647)
Hardin,OH,535.4,473.9 - 541.2 (647)
Sullivan,IN,535.5,473.9 - 541.2 (647)
Morgan,IL,535.6,473.9 - 541.2 (647)
Barber,KS,535.7,473.9 - 541.2 (647)
Cumberland,NJ,535.8,473.9 - 541.2 (647)
Andrews,TX,535.8,473.9 - 541.2 (647)
Guernsey,OH,536.1,473.9 - 541.2 (647)
Attala,MS,536.3,473.9 - 541.2 (647)
Mohave,AZ,536.4,473.9 - 541.2 (647)
Wayne,GA,536.5,473.9 - 541.2 (647)
Brooks,GA,536.5,473.9 - 541.2 (647)
McLean,KY,536.6,473.9 - 541.2 (647)
Stewart,TN,536.6,473.9 - 541.2 (647)
Elbert,GA,536.8,473.9 - 541.2 (647)
Starke,IN,537.2,473.9 - 541.2 (647)
Pulaski,IL,537.6,473.9 - 541.2 (647)
Limestone,AL,537.8,473.9 - 541.2 (647)
Harper,OK,537.8,473.9 - 541.2 (647)
Appomattox,VA,538.2,473.9 - 541.2 (647)
Pulaski,KY,538.3,473.9 - 541.2 (647)
Belmont,OH,539,473.9 - 541.2 (647)
Madison,TN,539,473.9 - 541.2 (647)
Murray,GA,539.1,473.9 - 541.2 (647)
Russell,AL,539.3,473.9 - 541.2 (647)
Hot Spring,AR,539.3,473.9 - 541.2 (647)
Lawrence,OH,539.5,473.9 - 541.2 (647)
Trigg,KY,539.6,473.9 - 541.2 (647)
Navarro,TX,539.7,473.9 - 541.2 (647)
Drew,AR,540.2,473.9 - 541.2 (647)
Barren,KY,540.3,473.9 - 541.2 (647)
Wood,TX,540.4,473.9 - 541.2 (647)
Blaine,OK,540.5,473.9 - 541.2 (647)
Seneca,OH,540.6,473.9 - 541.2 (647)
Shelby,MO,540.8,473.9 - 541.2 (647)
Bienville,LA,540.9,473.9 - 541.2 (647)
Magoffin,KY,540.9,473.9 - 541.2 (647)
